date,TweetId,Tweet,created_at,geo,place,coordinates,location
2020-12-04  12:08,1334816820969267201,@WSJ I'd suggest the issue isn't the virus but rather a health system that is designed for maximum profit. Sort the… https://t.co/FAISDqXfOW,2020-12-04 11:08:24,,,,
2020-12-04  12:08,1334816819299815425,Why do most parents think that mental health problems aren’t real?,2020-12-04 11:08:24,,,,Moon ☽
2020-12-04  12:08,1334816817768968192,"RT @MyArrse: BREAKING:

Pfizer given protection from legal action by UK government.

Pfizer’s UK boss refuses to explain why the business n…",2020-12-04 11:08:23,,,,UK
2020-12-04  12:08,1334816814631686144,@Sustain_Fitness Agreed again health thrown around willy nilly as well. Could their be a role for one as let's say the 'project manager'?,2020-12-04 11:08:22,,,,London
2020-12-04  12:08,1334816814472171520,"RT @KamalKishor_INC: Wishing my friend &amp; colleague from 15th lok sabha, Former union minister Shri. @milinddeora a very happy birthday ! Ma…",2020-12-04 11:08:22,,,,
2020-12-04  12:08,1334816814296084480,"RT @beesesteeses: HELLO!
Because of lots of things (cost, health, mental health) I've had to stop printing my designs by hand!
HOWEVER! I'v…",2020-12-04 11:08:22,,,,"Rawtenstall, England"
2020-12-04  12:08,1334816811666337794,@oloworitual @Mitro_h @Berrypinging I’ll draw the curtain here...if you believe rape isn’t a fault within the confi… https://t.co/939Yz0UmJj,2020-12-04 11:08:22,,,,
2020-12-04  12:08,1334816811200770048,RT @SaggersT: Cocaine. Refined with kerosene &amp; hydrochloric acid in Amazon river water. Transported in human stomachs in condoms. Mixed wit…,2020-12-04 11:08:22,,,,"Tema,Ghana"
2020-12-04  12:08,1334816810709835777,"RT @Rose27991Rose: Hyunjin , health is way more important than anything else. you don't need to change, you're already perfect. we( Stays)…",2020-12-04 11:08:22,,,,Zambales
2020-12-04  12:08,1334816810554765312,"@jskalia: Microsoft's venture arm M12 leads series A investment in Andor Health
https://t.co/Ttnxht9l3w

#mhealth, #healthcare, #digital…",2020-12-04 11:08:21,,,,Silicon Valley
2020-12-04  12:08,1334816810412036096,"RT @BJP4India: Vaccines for #COVID are likely to be ready within few weeks.

Three indigenous vaccines are already in the final stages of t…",2020-12-04 11:08:21,,,,"Srinagar, Jammu And Kashmir"
2020-12-04  12:08,1334816807828467715,"RT @Oni_misi_: Suicide is real, mental health is real. Be careful what you do, say to people!",2020-12-04 11:08:21,,,,my couch
2020-12-04  12:08,1334816807492997120,@BleekerEdward @LLinWood It seems planned being as 2017 Fauci predicted the Trump administration would be faced wit… https://t.co/YYvR4IuWbh,2020-12-04 11:08:21,,,,USA!
2020-12-04  12:08,1334816803474657281,"Everything she does questions my mental health
It makes me lose control
I just can't trust myself",2020-12-04 11:08:20,,,,
2020-12-04  12:08,1334816802010959872,RT @Blayney20: @afneil The SNP seem to want the Scottish people to be angry which is why they’ve let health and education etc become bad so…,2020-12-04 11:08:19,,,,"Callander, Scotland"
2020-12-04  12:08,1334816801826344962,"RT @Represent: Our fav, Jae Park, donated $100,000 to The Jed Foundation to help protect emotional health and prevent suicide among teens a…",2020-12-04 11:08:19,,,,Indonesia
2020-12-04  12:08,1334816800442343424,"RT @Oni_misi_: Suicide is real, mental health is real. Be careful what you do, say to people!",2020-12-04 11:08:19,,,,Cataluña
2020-12-04  12:08,1334816798768726017,RT @kissfoundation: The project aims to reach adolescents with disabilities &amp; their caregivers with appropriate information related to heal…,2020-12-04 11:08:19,,,,
2020-12-04  12:08,1334816798462586881,"@thenoosh22 I always try to be there for Nooshie streams, 
even if i am more quiet these days.
Damn health issues nooshREE",2020-12-04 11:08:19,,,,Norway
2020-12-04  12:08,1334816795044286465,"This is an absolute disgrace @corkcitycouncil, how in this day and age is this allowed?  Mold is a danger to health https://t.co/YXs3Br9syD",2020-12-04 11:08:18,,,,Dublin
2020-12-04  12:08,1334816794603737088,"Vaccines for #COVID are likely to be ready within few weeks.

Three indigenous vaccines are already in the final st… https://t.co/2pavJp1Nwh",2020-12-04 11:08:18,,,,Ahmedabad
2020-12-04  12:08,1334816793194602498,@Ola_modem Good health,2020-12-04 11:08:17,,,,Eungu
2020-12-04  12:08,1334816790225031169,"RT @HelleniaUK: It's #FreebieFriday #Competition time!
Simply #follow @HelleniaUK and #retweet for your chance to #win #VitaminC Capsules…",2020-12-04 11:08:17,,,,
2020-12-04  12:08,1334816787221733376,my progress of mental health 🦋✋🏻 https://t.co/G6Yr2oPUMR,2020-12-04 11:08:16,,,,
2020-12-04  12:08,1334816785556758530,"Not evry1 seen lying helplessly on d ground is a drunk, thief nor bad, such persons might b victim of epileptic sei… https://t.co/DbusgDTq3q",2020-12-04 11:08:16,,,,Federal Capital Territory
2020-12-04  12:08,1334816785174994949,RT @fdiworlddental: Interested in behaviour change? Join this #webinar and learn more about what enables models to sustain good #OralHealth…,2020-12-04 11:08:15,,,,"Campeche, Campeche; México"
2020-12-04  12:08,1334816784738906112,"""Moderna vaccine confers at least 3 months immunity""

3 months? Then you have to get two more or what? Every 3 mont… https://t.co/KZzmErdb3e",2020-12-04 11:08:15,,,,USA
2020-12-04  12:08,1334816784642433025,"RT @TheSADAG: Mental Health is not a destination, but a process. It's about how you drive, not where you're going. Please SHARE with someon…",2020-12-04 11:08:15,,,,"Cape Town, South Africa"
2020-12-04  12:08,1334816781165350914,The @WHO &amp; @ITU publish Digital Health Platform Handbook: Building a Digital Information Infrastructure (Infostruct… https://t.co/kRaTzSg6eE,2020-12-04 11:08:14,,,,
2020-12-04  12:08,1334816777428213760,"@Muunrain No Coronavirus or RNA vaccines have ever been effective, but have in fact been very dangerous to the heal… https://t.co/nwvyikcicz",2020-12-04 11:08:14,,,,Norge
2020-12-04  12:08,1334816774785806337,RT @katiemalbon: Reflecting on a fantastic day yesterday at #THEAHC2020  With 1 in 6 YP having mental health problems in 2020 - there is no…,2020-12-04 11:08:13,,,,London
2020-12-04  12:08,1334816774483808262,"RT @noahSH15: Multiple local governments in China, including BJ, SH, are enforcing cold chain logistics track&amp;trace solution for frozen pro…",2020-12-04 11:08:13,,,,
2020-12-04  12:08,1334816770817978368,"RT @UN_Women: Women with disabilities already face enormous environmental and social barriers in accessing adequate housing, health, educat…",2020-12-04 11:08:12,,,,Nigeria
2020-12-04  12:08,1334816770767552519,@latte_nosugar health... no argue abt it.. time and money... i guess im one of those that think u can buy anything… https://t.co/UNpEDwvEgd,2020-12-04 11:08:12,,,,"Jakarta Capital Region, Indone"
2020-12-04  12:08,1334816767500234752,RT @SaggersT: Cocaine. Refined with kerosene &amp; hydrochloric acid in Amazon river water. Transported in human stomachs in condoms. Mixed wit…,2020-12-04 11:08:11,,,,
2020-12-04  12:08,1334816767193960448,"RT @Represent: Our fav, Jae Park, donated $100,000 to The Jed Foundation to help protect emotional health and prevent suicide among teens a…",2020-12-04 11:08:11,,,,"Seoul, Republic of Korea"
2020-12-04  12:08,1334816763431751683,"RT @massage_abha20: Relax and Reduce muscle pain, Hot hydromassage jacuzzi is good for your health. Only for VIP 😘.
Whatsapp me now for res…",2020-12-04 11:08:10,,,,"Abha, Kingdom of Saudi Arabia"
2020-12-04  12:08,1334816763150618624,"RT @Oni_misi_: Suicide is real, mental health is real. Be careful what you do, say to people!",2020-12-04 11:08:10,,,,
2020-12-04  12:08,1334816762345508867,"RT @__branath: Those doing trends about peace, do you even care about the mental health of the likes of ""Piano, Fiifi Banson, Enock etc"", w…",2020-12-04 11:08:10,,,,Kumasi
2020-12-04  12:08,1334816762207088640,RT @BTBTB_25: I didn’t work out the past two days with family over and piano lessons (will be taking Wednesdays off bc of this) but I did t…,2020-12-04 11:08:10,,,,
2020-12-04  12:08,1334816761846312961,"RT @hackinginquiry: Deeply irresponsible COVID coverage from the @MailOnline. No sign of action from @IpsoNews  

Credit to @FullFact  who…",2020-12-04 11:08:10,,,,
2020-12-04  12:08,1334816761443741697,RT @HPIAndyCowper: Your regular public service announcement that there are no 40 new hospitals coming https://t.co/LiNws61qcf,2020-12-04 11:08:10,,,,
2020-12-04  12:08,1334816761364033537,"RT @apexworldnews: FAUCI apologises for saying ""UK rushed vaccine. On Wednesday he said that the UK did not review the vaccine ""as carefull…",2020-12-04 11:08:10,,,,"London, England"
2020-12-04  12:08,1334816760713814017,"RT @MrsYook: XION's fancafe update: 

""Woongie hyung gave me water parsley saying its good for your health but I told him i don't like it.…",2020-12-04 11:08:10,,,,"Munich, Bavaria"
2020-12-04  12:08,1334816757953953793,"RT @MaddowBlog: ""It must be made clear that if you ware over 65 or have significant health conditions, you should not enter any indoor publ…",2020-12-04 11:08:09,,,,"Edmonton, Alberta"
2020-12-04  12:08,1334816755487797250,RT @sminaev2015: 7 Innovations by Native Americans That Revolutionized Medicine And Public Health - Scienceooze https://t.co/sOu6LFiTwb,2020-12-04 11:08:08,,,,
2020-12-04  12:08,1334816754166591493,"RT @UniOslo_GH: STARTING SOON! @UniOslo Vice-rector, Åse Gornitzka will kick off the virtual Oslo launch of The 2020 Report of the @LancetC…",2020-12-04 11:08:08,,,,"London, England"
2020-12-04  12:08,1334816753969475585,RT @canyonbIou: the way larries are concerned about harry’s mental health and how concerning his body language is more than the solo harrie…,2020-12-04 11:08:08,,,,louis’ collarbones ✰ she/they 
2020-12-04  12:08,1334816750588755978,"RT @OED: FREE ONLINE TALK: Join us for a live presentation on the OED and health communication, where we will provide an overview on how la…",2020-12-04 11:08:07,,,,
2020-12-04  12:08,1334816748458139648,"RT @SeeChangeIRL: Christmas can be a challenging time for those with mental health difficulties, especially this year. 

Our partners at @s…",2020-12-04 11:08:07,,,,
2020-12-04  12:08,1334816746474250242,"There has never been a more important time to quit smoking 🚭

Don’t wait to get started - visit 👇… https://t.co/zKgc7lDjRK",2020-12-04 11:08:06,,,,
2020-12-04  12:08,1334816745408712706,RT @yes_im_drumm: Who the boy didn’t monetize his YouTube channel since he wanted to give the most raw content of his music. And donated $1…,2020-12-04 11:08:06,,,,she/her 
2020-12-04  12:08,1334816744939134979,"RT @bizzlesivan: my baby please don't care about the people who try to sad you, just care about your health. this is more important for us.…",2020-12-04 11:08:06,,,,listening to icarus falls 
2020-12-04  12:08,1334816739649961984,"rest for several months, starting from scratch, I have to be disciplined to find health.  because this fight will b… https://t.co/He1d9GXNKa",2020-12-04 11:08:05,,,,"Jakarta,Indonesia"
2020-12-04  12:08,1334816736923840513,"Georgians show wide support for mask mandates, split on getting COVID-19 vaccine: Poll https://t.co/G5louSDSa6",2020-12-04 11:08:04,,,,"Macon, GA"
2020-12-04  12:08,1334816735178989569,RT @iamsrk: Thank u all for spending your Eid with me... May God bless u all with health and happiness. #EidMubarak https://t.co/eXBfmDzVMt,2020-12-04 11:08:04,,,,
2020-12-04  12:08,1334816734906359811,@Ted_Scheinman @SmithsonianMag @joespring @CorrynWetzel @rlallensack @lmillernpr @evaholland @JoMarchant… https://t.co/RrhDaz0W9U,2020-12-04 11:08:03,,,,
2020-12-04  12:08,1334816734818209792,RT @Berry33300073: Happy Birthday khub.Wish u get more and more success in the future.We'll be always beside u and supporting for u. Let's…,2020-12-04 11:08:03,,,,Thailand
2020-12-04  12:08,1334816732238712832,RT @Brianmbunde: HEALTH CS Mutahi Kagwe yesterday said that the State will renew contracts of Cuban doctors next year. The Ministry to give…,2020-12-04 11:08:03,,,,"Nairobi, Kenya"
2020-12-04  12:08,1334816729516580864,RT @yes_im_drumm: Who the boy didn’t monetize his YouTube channel since he wanted to give the most raw content of his music. And donated $1…,2020-12-04 11:08:02,,,,
2020-12-04  12:08,1334816728979812353,Interesting piece of research proving what we probably all know - social media negatively impacts our #mentalhealth… https://t.co/Uc0Ftq7QIn,2020-12-04 11:08:02,,,,"London, UK"
2020-12-04  12:08,1334816728317128704,"RT @BLeeForCongress: We are in the middle of an unprecedented public health crisis. 

Pay people to stay home.",2020-12-04 11:08:02,,,,
2020-12-04  12:08,1334816726471614465,"I own stock in the following company: 
Viatris Inc NASDAQ: VTRS
Health Care : Pharmaceuticals | Mid Cap ValueCompan… https://t.co/6E6lLuLmcb",2020-12-04 11:08:01,,,,"Neptune Beach, Florida, USA 🇺🇸"
2020-12-04  12:08,1334816725041295360,"RT @BJP4India: Vaccines for #COVID are likely to be ready within few weeks.

Three indigenous vaccines are already in the final stages of t…",2020-12-04 11:08:01,,,,"Gujarat, India"
2020-12-04  12:08,1334816724332363777,RT @DearVaughn: If I could describe my mental health in two pics this would be it https://t.co/N31RzAKEWF,2020-12-04 11:08:01,,,,
2020-12-04  12:08,1334816724286369792,"#success, #peace, #wealth and #health. I tweet it into existence! =_= #InChristYeshuasName 🙏 #ForThereIsNoOtherWay",2020-12-04 11:08:01,,,,Austin Texas
2020-12-04  12:08,1334816724265340931,"@lauraikeji @ogbobekee1 Happy Birthday Sir, may Almighty God Bless Favour, him grant him Good Health with Long Life",2020-12-04 11:08:01,,,,Lagos
2020-12-04  12:08,1334816722763780102,"RT @HealthwatchNL: Next Thursday at 7pm is our second online Every Voice Matters event! 
Join us for an informal chat about all things ment…",2020-12-04 11:08:01,,,,Scunthorpe
2020-12-04  12:08,1334816718150135810,Coronavirus vaccine: Pfizer given protection from legal action by UK government | The Independent https://t.co/mgkmEzXXJI,2020-12-04 11:07:59,,,,"London,England"
2020-12-04  12:08,1334816714832404480,"RT @CassieJHill: @BrianKempGA If GOP controls the Senate, economic stimulus will be withheld resulting in massive layoffs and then they wil…",2020-12-04 11:07:59,,,,
2020-12-04  12:08,1334816714278793217,RT @Raspber77407206: Richie Allen is on right now and he has documents from a health care worker advising that the advice sheet about the v…,2020-12-04 11:07:59,,,,Somerset
2020-12-04  12:08,1334816712466829319,@nydxyz There is some interesting political science analysis about whether 'economic anxiety' is the driver of vote… https://t.co/4siHAeUWRr,2020-12-04 11:07:58,,,,Dublin
2020-12-04  12:08,1334816711300812800,"RT @LexiOnFiyah: Anyone else pre HRT just not care about their health or the state of their body cause they hated their body?

No? Just me?",2020-12-04 11:07:58,,,,nocation
2020-12-04  12:08,1334816711132983296,"RT @FazalSamtiahPTI: #عوام_کی_آواز_وزیراعظم_تک 
Opening Speech
@Team4Pakistan
@TMF__Rocks_  
""This is an all-rounder app with every governm…",2020-12-04 11:07:58,,,,"Lahore, Pakistan"
2020-12-04  12:08,1334816710961008640,Exercise can help people living with and beyond cancer to return to health and achieve a sense of well-being🏃🏾‍♀️🏃… https://t.co/sDIqrNQ5jG,2020-12-04 11:07:58,,,,NC #BTSM #BrainTumorThursday 🧠
2020-12-04  12:08,1334816710059319298,"Private hospitals will not get the vaccine according to health officials,in a capitalist society this is not the no… https://t.co/ymv9Ib5TmD",2020-12-04 11:07:58,,,,"Blackpool, England"
2020-12-04  12:08,1334816709157343235,"RT @aidilarazak: Pressured by pandemic, 49 migrant workers end their lives. 

Of the 49 deceased, 46 had valid documents, while three were…",2020-12-04 11:07:57,,,,
2020-12-04  12:08,1334816708809383937,@niamh__corcoran So important for those of us living alone to have human contact. Even in Tier 3. The risks of viru… https://t.co/OyGN0AOXQL,2020-12-04 11:07:57,,,,
2020-12-04  12:08,1334816708469678082,"@ATEEZofficial I love you very much and I miss you already my fragile sakura flower

take care of yourself and your health",2020-12-04 11:07:57,,,,성화 ♡ 서창빈 ♡ 필릭스 ♡ 현진 ♡ 태용 ♡ 텐 
2020-12-04  12:08,1334816707177803778,"RT @Nemz38: Started the year dealing with trauma and terrible mental health, now I’m happy every day, taking a break from streaming has bee…",2020-12-04 11:07:57,,,,
2020-12-04  12:08,1334816705298612227,"RT @aidilarazak: Pressured by pandemic, 49 migrant workers end their lives. 

Of the 49 deceased, 46 had valid documents, while three were…",2020-12-04 11:07:56,,,,
2020-12-04  12:08,1334816705139367937,"RT @Jake_Best_: ""This is a movement for health, jobs and justice, being led by two Democratic candidates who are the face of the New South…",2020-12-04 11:07:56,,,,"St. Paul, MN"
2020-12-04  12:08,1334816703402819585,"RT @monraweea: Even under normal circumstances, persons with disabilities are less likely to access health care, education, employment and…",2020-12-04 11:07:56,,,,"Bangkok,Thailand"
2020-12-04  12:08,1334816703369388032,"@barrott89 @MarcDevilsAdvoc @Femi_Sorry Femi didn't say anything about Brexit having to be reserved, he said that B… https://t.co/ByUT7fBxij",2020-12-04 11:07:56,,,,
2020-12-04  12:08,1334816702182383617,"RT @Oni_misi_: Suicide is real, mental health is real. Be careful what you do, say to people!",2020-12-04 11:07:56,,,,a place i call home
2020-12-04  12:08,1334816700898762753,"RT @mudscent_soul: #SEOKJIN ~ HEARTBEAT

HAPPY BIRTHDAY TO THE LOML, MY INSPIRATION, MY IDOL, MY PRECIOUS MOON. PRAYING FOR YOUR GOOD HEALT…",2020-12-04 11:07:55,,,,she/her 
2020-12-04  12:08,1334816698168328192,RT @dhaelewa: Elliott et al. (2020b) present new insights into the diet of the Australian-endemic Hastings River mouse and link its role as…,2020-12-04 11:07:55,,,,
2020-12-04  12:08,1334816697765621760,"RT @DWUhlfelderLaw: “A senior health department official said, ""It is all part of the top-down control of messaging from the governor's off…",2020-12-04 11:07:55,,,,
2020-12-04  12:08,1334816697304240128,RT @Librarianpocket: The #BeneficialChanges Knowledge team 💡 collate the emerging evidence base around changes &amp; innovation in health &amp; car…,2020-12-04 11:07:54,,,,
2020-12-04  12:08,1334816695962243072,"@simonjbridges @simonjbridges, EVEN @nzdrug ACKNOWLEDGES the science. 

We should stop checking your food and drugs… https://t.co/duWK5docHs",2020-12-04 11:07:54,,,,Central Texas
2020-12-04  12:08,1334816694708133890,"RT @SwipeWright: Statement from @SEGMtweets:

""Describing puberty blockers as simply a 'pause button,' 'completely reversible,' 'life-savin…",2020-12-04 11:07:54,,,,
2020-12-04  12:08,1334816693827334144,"RT @SeeChangeIRL: Christmas can be a challenging time for those with mental health difficulties, especially this year. 

Our partners at @s…",2020-12-04 11:07:54,,,,"Purfleet, Thurrock, Essex"
2020-12-04  12:08,1334816692699074561,RT @NHSLocalGrowth: What might health on the high street look like? In @HSJnews I give 3 egs. (i) relocating services (including providing…,2020-12-04 11:07:53,,,,
2020-12-04  12:08,1334816691478355969,We're here to deliver health and wellbeing straight to your doorstep!,2020-12-04 11:07:53,,,,"Long Beach, CA"
2020-12-04  12:08,1334816690924826624,How awful that this 17-year-old has been lied to by adults who should be  treating their mental health issues and s… https://t.co/wCr2KovnL6,2020-12-04 11:07:53,,,,
2020-12-04  12:08,1334816689142325253,@LSupdated It's so disgusting having to fake those kinds of things just to be given attention. Joking about mental… https://t.co/Z4rSZ5nTCn,2020-12-04 11:07:53,,,,
2020-12-04  12:08,1334816688672403456,"RT @BJP4India: Vaccines for #COVID are likely to be ready within few weeks.

Three indigenous vaccines are already in the final stages of t…",2020-12-04 11:07:52,,,,"Patna, India"
2020-12-04  12:08,1334816688584482817,RT @burnleycouncil: We're working with the Health and Safety Executive (HSE) over coming weeks to make sure local businesses are COVID-secu…,2020-12-04 11:07:52,,,,
2020-12-04  12:08,1334816687904985088,"RT @jskalia: Microsoft's venture arm M12 leads series A investment in Andor Health
https://t.co/PzjX42LQkL

#mhealth, #healthcare, #digital…",2020-12-04 11:07:52,,,,Global
2020-12-04  12:08,1334816686462152705,"RT @Represent: Our fav, Jae Park, donated $100,000 to The Jed Foundation to help protect emotional health and prevent suicide among teens a…",2020-12-04 11:07:52,,,,
2020-12-04  12:08,1334816685497454593,RT @SaketGokhale: Health update: I’ll be out of ICU by tonight &amp; all my cardiac parameters are normal. Covid test is also negative. A bit o…,2020-12-04 11:07:52,,,,
2020-12-04  12:08,1334816684641751041,"RT @AidFenix: This new, closed center will be located in the middle of nowhere, leaving people isolated and with no or limited access to me…",2020-12-04 11:07:51,,,,
2020-12-04  12:08,1334816684297883649,"RT @IndianFarmerPro: Another life gone at farm struggle, farmer Lakhveer Singh of vill-Leleyana  in dist Bhatinda if Punjab,a participant i…",2020-12-04 11:07:51,,,,
2020-12-04  12:08,1334816684297871361,RT @SaketGokhale: Health update: I’ll be out of ICU by tonight &amp; all my cardiac parameters are normal. Covid test is also negative. A bit o…,2020-12-04 11:07:51,,,,
2020-12-04  12:08,1334816683157049344,RT @SaketGokhale: Health update: I’ll be out of ICU by tonight &amp; all my cardiac parameters are normal. Covid test is also negative. A bit o…,2020-12-04 11:07:51,,,,
2020-12-04  12:08,1334816681965871105,RT @SaketGokhale: Health update: I’ll be out of ICU by tonight &amp; all my cardiac parameters are normal. Covid test is also negative. A bit o…,2020-12-04 11:07:51,,,,
2020-12-04  12:08,1334816680757882880,RT @SaketGokhale: Health update: I’ll be out of ICU by tonight &amp; all my cardiac parameters are normal. Covid test is also negative. A bit o…,2020-12-04 11:07:51,,,,
2020-12-04  12:08,1334816679570903040,RT @SaketGokhale: Health update: I’ll be out of ICU by tonight &amp; all my cardiac parameters are normal. Covid test is also negative. A bit o…,2020-12-04 11:07:50,,,,
2020-12-04  12:08,1334816679054938114,"RT @Lydia130613: Also on that note, I’m very very glad BTS have access to therapists. It definitely shows in their way of approaching thing…",2020-12-04 11:07:50,,,,
2020-12-04  12:08,1334816676743884801,RT @SaketGokhale: Health update: I’ll be out of ICU by tonight &amp; all my cardiac parameters are normal. Covid test is also negative. A bit o…,2020-12-04 11:07:50,,,,
2020-12-04  12:08,1334816675040903168,@saltywidowrn This kind of lame excuses coming from hospital administrators has got to be mercilessly denounced as… https://t.co/iu05RHO2HJ,2020-12-04 11:07:49,,,,
2020-12-04  12:08,1334816674390945793,RT @thehill: NEW: Trump largely silent as health officials sound COVID-19 alarm https://t.co/12CiBA4X4b https://t.co/qoShTO3njy,2020-12-04 11:07:49,,,,North NJ
