date,TweetId,Tweet,created_at,geo,place,coordinates,location;;;;;;;;
"2020-12-04  12:23,1334820430218207234,""RT @martialdeyforyo: """"No matter how far we stray from our roots, the culture runs deep.""""";;;;;;;;
;;;;;;;;
"Best THREAD you'll see today... https://t.co/7JwF…"",2020-12-04 11:22:44,,,,";;;;;;;;
"2020-12-04  12:23,1334820428074856454,""So...we have an unknown """"ally"""" IMO cuz I ain't never heard of this heaux until now.  So, we got Noah Cyrus who love… https://t.co/YhyitNZE68"",2020-12-04 11:22:44,,,,";;;;;;;;
2020-12-04  12:23,1334820427949109248,@1c3B3rgMama The 32nd century!! Human culture should be even more advanced than it was already supposed to be in tr… https://t.co/XCuXZ3HAgq,2020-12-04 11:22:44,,,,;;;;;;;;
"2020-12-04  12:23,1334820425575129091,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:43,,,,";;;;;;;;
"2020-12-04  12:23,1334820424782204928,""RT @sillymickel: Occupy Science…A Call for a Scientific Awakening:";;;;;;;;
;;;;;;;;
"In Tossing Away Our Species Blinders,We Approach Truth Far Beyond Scien…"",2020-12-04 11:22:43,,,,""Eugene, OR""";;;;;;;;
"2020-12-04  12:23,1334820420734906369,""RT @odeyemi_yemi: Omo, visitors no dey give children money again o whats happening to our African culture"",2020-12-04 11:22:42,,,,";;;;;;;;
"2020-12-04  12:23,1334820417194913793,""RT @martialdeyforyo: """"No matter how far we stray from our roots, the culture runs deep.""""";;;;;;;;
;;;;;;;;
"Best THREAD you'll see today... https://t.co/7JwF…"",2020-12-04 11:22:41,,,,""Pretoria, South Africa""";;;;;;;;
"2020-12-04  12:23,1334820416066641920,""We enjoyed speaking with Gerald Byrne, Senior Sales Director at @LogMeIn about all things innovation, company cultu… https://t.co/Jjv9O6EiKh"",2020-12-04 11:22:41,,,,""London and Winsford, UK""";;;;;;;;
"2020-12-04  12:23,1334820407111688193,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:39,,,,Earth";;;;;;;;
"2020-12-04  12:23,1334820401608859649,RT @thedissenter: Remarkable that Peter Robinson is in News Letter today talking about ‘victim-centred framework’ as if he had no part in t…,2020-12-04 11:22:38,,,,""Belfast, Northern Ireland""";;;;;;;;
2020-12-04  12:23,1334820386580525059,OMG CULTURE SHOCK BUT OKAY YES https://t.co/fu1Y1BQK5m,2020-12-04 11:22:34,,,,정어리;;;;;;;;
"2020-12-04  12:23,1334820378393317377,""This image shows glioma stem cells in a mouse brain slice culture. These cells produce glioblastoma, an aggressive… https://t.co/4id09XPERU"",2020-12-04 11:22:32,,,,""Edinburgh, Scotland""";;;;;;;;
"2020-12-04  12:23,1334820377202143239,""RT @Alexa140708: Do ya'all ever wonder how we all get here?";;;;;;;;
Have ya'all ever fight for anybody u've never met or known in your life??  ;;;;;;;;
" Hi…"",2020-12-04 11:22:32,,,,""South East, England""";;;;;;;;
2020-12-04  12:23,1334820362262093824,RT @EArchaeol: Jessica Gleman is teaching our MSc in Experimental Archaeology &amp; Material Culture about early medieval beer brewing this wee…,2020-12-04 11:22:28,,,,University College Dublin;;;;;;;
"2020-12-04  12:23,1334820362245337090,There is little chance this will resemble anything close to what we watched as kids. Woke culture has guaranteed th… https://t.co/4JbDSf5wcU,2020-12-04 11:22:28,,,,""ÜT: 40.783113,-73.558192""";;;;;;;;
"2020-12-04  12:23,1334820361582620673,""RT @martialdeyforyo: """"No matter how far we stray from our roots, the culture runs deep.""""";;;;;;;;
;;;;;;;;
"Best THREAD you'll see today... https://t.co/7JwF…"",2020-12-04 11:22:28,,,,""Pretoria, South Africa""";;;;;;;;
"2020-12-04  12:23,1334820357895819264,I'm Allen Dudley from square rod Culture and  here are 10  livers who directed movies for the actor Ryan Reynolds,2020-12-04 11:22:27,,,,""Tenterden, England""";;;;;;;;
"2020-12-04  12:23,1334820342158725120,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:23,,,,""Les Aunettes, Evry""";;;;;;;;
"2020-12-04  12:23,1334820341294592001,""RT @cousineggplant: ADHD culture of being unable to do any work if """"the vibe is off"""""",2020-12-04 11:22:23,,,,♒︎☉—♉︎☽—♑︎↑ ";;;;;;;;
"2020-12-04  12:23,1334820338341974018,""***ANNOUNCEMENT***";;;;;;;;
We're looking for Curious people:;;;;;;;;
"https://t.co/82FViCUubp"",2020-12-04 11:22:23,,,,""Birmingham, England""";;;;;;;;
2020-12-04  12:23,1334820331387838466,RT @justucheee_: White kids really just grow up on internet culture with no understanding about what they’re actually doing or saying.,2020-12-04 11:22:21,,,,;;;;;;;;
2020-12-04  12:23,1334820330771079170,RT @animefestasia: #AFAONLINE2020 Are you ready South East Asia?! Brace yourself for 12 hours of non-stop Japan Pop Culture over 2 days thi…,2020-12-04 11:22:21,,,,静岡県遠州地域;;;;;;;;
2020-12-04  12:23,1334820328892104707,@SamTheeAvatar -across many culture for thousands of years and it’s hard to take that away. However it’s ppl’s body… https://t.co/YQL0pDAzxg,2020-12-04 11:22:20,,,,PNW 🏔;;;;;;;;
2020-12-04  12:23,1334820326476292099,RT @artofajet: If this is true the African culture is at risk,2020-12-04 11:22:20,,,,;;;;;;;;
2020-12-04  12:23,1334820325037584386,RT @Anna_unbound: A wonderful conversation between @yhazony and @Ayaan on the social contract implicit in immigration (hint: the host count…,2020-12-04 11:22:19,,,,United States;;;;;;;;
2020-12-04  12:23,1334820320935436288,A traditional canoe as delicate as a feather takes culture into the future https://t.co/owOagL0G5g,2020-12-04 11:22:18,,,,;;;;;;;;
"2020-12-04  12:23,1334820318913982465,""Sick of our """" Do what the man say so he don't beat yuh!"""" culture!"",2020-12-04 11:22:18,,,,Guyana";;;;;;;;
"2020-12-04  12:23,1334820318511304706,""RT @martialdeyforyo: """"No matter how far we stray from our roots, the culture runs deep.""""";;;;;;;;
;;;;;;;;
"Best THREAD you'll see today... https://t.co/7JwF…"",2020-12-04 11:22:18,,,,";;;;;;;;
"2020-12-04  12:23,1334820313851420673,""“Culture is owned by the CEO, whether he or she admits it or not.” Edgar Schein";;;;;;;;
;;;;;;;;
"In #BlueCollarLeadership #Podcast… https://t.co/PfVVYArvU2"",2020-12-04 11:22:17,,,,""Atlanta, GA""";;;;;;;;
2020-12-04  12:23,1334820311146041352,RT @bobx_akins: This disgusting piece of trash spews vile rape apologia and tries to excuse it as “jokes.” This is why we need to talk abou…,2020-12-04 11:22:16,,,,The Ancient Kingdom of Kush;;;;;;;;
"2020-12-04  12:23,1334820308486852608,@HareWolfy I’m one of those people who really wants to be in academics because it allows me the ability to advocate… https://t.co/nEmiKKgquU,2020-12-04 11:22:15,,,,""Glasgow, Scotland""";;;;;;;;
"2020-12-04  12:23,1334820303432663040,""RT @Indumakalktchi: Traditional Tamil Cultural Sport Jallikattu totally misrepresented internationally, by Kerala's movie for Oscar. ";;;;;;;;
;;;;;;;;
"Wher…"",2020-12-04 11:22:14,,,,bhāratavarṣa";;;;;;;;
"2020-12-04  12:23,1334820301817995264,""RT @martialdeyforyo: """"No matter how far we stray from our roots, the culture runs deep.""""";;;;;;;;
;;;;;;;;
"Best THREAD you'll see today... https://t.co/7JwF…"",2020-12-04 11:22:14,,,,""Calabar/ado ekiti, Nigeria""";;;;;;;;
2020-12-04  12:23,1334820301092364288,RT @G0THCIGZ: adhd culture is being traumatized when your clip got moved down to yellow and you still think abt it til this day,2020-12-04 11:22:14,,,,ABLM + ACAB ! i'm 16 (minor) ★;;;;;;;;
2020-12-04  12:23,1334820298747596800,IT'S A NEO CULTURE TECHNOLOGY SONG,2020-12-04 11:22:13,,,,★☆ 𝙉𝙀𝙊 𝘾𝙄𝙏𝙔 ☆★;;;;;;;;
"2020-12-04  12:23,1334820291005050880,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:11,,,,""Darmstadt, Germany""";;;;;;;;
2020-12-04  12:23,1334820280607404034,RT @JesseKellyDC: You’re about to find out why you don’t want to lose the culture war. You won’t be required by law to get that vaccine. Yo…,2020-12-04 11:22:09,,,,;;;;;;;;
"2020-12-04  12:23,1334820279005163520,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:08,,,,""Ontario, Canada""";;;;;;;;
"2020-12-04  12:23,1334820278992576513,""RT @iceyefi: Webinar registration is still open! Learn about #satellite constellation management, user-centric #SoftwareEngineering, and th…"",2020-12-04 11:22:08,,,,";;;;;;;;
"2020-12-04  12:23,1334820275851063299,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:08,,,,Nigeria";;;;;;;;
"2020-12-04  12:23,1334820268779323392,""RT @cousineggplant: ADHD culture of being unable to do any work if """"the vibe is off"""""",2020-12-04 11:22:06,,,,2PM COMEBACK WHEN?! ";;;;;;;;
"2020-12-04  12:23,1334820263809179648,""RT @martialdeyforyo: """"No matter how far we stray from our roots, the culture runs deep.""""";;;;;;;;
;;;;;;;;
"Best THREAD you'll see today... https://t.co/7JwF…"",2020-12-04 11:22:05,,,,Thohoyandou";;;;;;;;
"2020-12-04  12:23,1334820260613156866,""RT @BritishTitan_: Culture Girl ";;;;;;;;
;;;;;;;;
"#HotGirlTacha https://t.co/eGkQfcrtQe"",2020-12-04 11:22:04,,,,Hungary";;;;;;;;
"2020-12-04  12:23,1334820259845480449,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:04,,,,Malaysia";;;;;;;;
2020-12-04  12:23,1334820259103199233,@gamering24_7 @_LuccaK_ Hello mr wahmen of culture,2020-12-04 11:22:04,,,,;;;;;;;;
2020-12-04  12:23,1334820253080162305,RT @adammyles_: so much of american culture was pioneered by Black and/or Jewish people and we don’t acknowledge that enough,2020-12-04 11:22:02,,,,INTP-T | He/They/Its;;;;;;;;
"2020-12-04  12:23,1334820245417189376,""RT @MesutOzil1088: Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society.…"",2020-12-04 11:22:00,,,,Nigeria";;;;;;;;
"2020-12-04  12:23,1334820245005975553,""RT @Mylifepc1: About my love for Priyanka, I can write two million books, she is so kind and hard-working. She genuinely cares about people…"",2020-12-04 11:22:00,,,,";;;;;;;;
"2020-12-04  12:23,1334820243726856196,""RT @martialdeyforyo: """"No matter how far we stray from our roots, the culture runs deep.""""";;;;;;;;
;;;;;;;;
